,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
12825,0.617,0.505,-11.105,0.0437,0.245,0.32,0.764,0.531,79.638
12826,0.59,0.551,-9.717,0.0282,0.215,0.000126,0.713,0.781,150.519
12827,0.537,0.775,-10.375,0.0826,0.0617,0.000154,0.607,0.589,150.264
12828,0.397,0.67,-8.965,0.0595,0.0881,9.32e-06,0.159,0.561,145.54
12829,0.555,0.571,-10.872,0.0627,0.203,0.0,0.703,0.813,74.103
12830,0.574,0.781,-9.268,0.0843,0.27,0.000317,0.748,0.697,94.902
12831,0.621,0.804,-8.39,0.0379,0.323,0.000387,0.953,0.729,97.977
12832,0.697,0.751,-8.401,0.0394,0.701,3.14e-05,0.416,0.788,97.983
12833,0.656,0.809,-8.237,0.071,0.582,0.0,0.451,0.772,79.896
12834,0.658,0.77,-8.914,0.0676,0.58,0.0,0.769,0.698,96.475
12835,0.706,0.563,-9.731,0.0553,0.528,0.0,0.772,0.818,95.904
12836,0.394,0.576,-10.504,0.0481,0.378,0.0491,0.951,0.588,91.276
12837,0.501,0.653,-9.265,0.0349,0.112,4.57e-06,0.607,0.736,98.357
12838,0.441,0.65,-9.276,0.0463,0.156,1.35e-05,0.973,0.765,175.584
12839,0.519,0.437,-13.697,0.07,0.56,9.72e-05,0.538,0.492,147.887
12840,0.663,0.733,-7.727,0.0425,0.344,0.0,0.794,0.86,92.236
12841,0.56,0.671,-8.23,0.0326,0.412,7.67e-05,0.72,0.476,87.097
12842,0.826,0.545,-9.209,0.0326,0.132,5.28e-05,0.0747,0.894,95.039
12843,0.75,0.583,-8.773,0.0385,0.0285,0.00351,0.0721,0.883,97.99
12844,0.725,0.637,-8.786,0.0317,0.0275,0.136,0.156,0.914,148.013
12845,0.821,0.589,-8.427,0.0308,0.371,0.00529,0.102,0.969,98.003
12846,0.659,0.704,-9.03,0.0553,0.037,0.0207,0.0911,0.935,184.001
12847,0.654,0.62,-8.657,0.0464,0.0482,0.00194,0.123,0.896,167.997
12848,0.785,0.472,-8.929,0.0348,0.0421,0.00292,0.0882,0.811,89.995
12849,0.718,0.607,-9.783,0.0559,0.0204,0.26,0.132,0.722,155.977
12850,0.804,0.543,-8.007,0.0287,0.372,0.0,0.304,0.767,95.012
12851,0.686,0.557,-10.772,0.044,0.0658,0.0225,0.277,0.928,164.019
12852,0.766,0.677,-9.315,0.0353,0.268,0.039,0.251,0.923,97.994
12853,0.823,0.503,-9.662,0.0353,0.182,0.000112,0.111,0.9,89.012
12854,0.711,0.596,-10.736,0.0296,0.101,0.00202,0.354,0.748,143.948
12855,0.334,0.704,-9.685,0.0345,0.0157,0.0927,0.184,0.97,79.551
12856,0.79,0.486,-10.499,0.13,0.21,0.000971,0.0614,0.633,169.834
12857,0.779,0.497,-11.227,0.0507,0.0642,0.0781,0.134,0.621,79.991
12858,0.827,0.547,-9.226,0.033,0.13,2.32e-05,0.0769,0.891,95.016
12859,0.748,0.598,-8.795,0.0365,0.0291,0.00452,0.0691,0.885,98.001
12860,0.727,0.64,-8.742,0.0336,0.0277,0.0741,0.147,0.904,148.006
12861,0.819,0.603,-8.401,0.0308,0.357,0.00416,0.0794,0.97,98.003
12862,0.654,0.704,-9.017,0.0522,0.0344,0.0337,0.0964,0.94,184.101
12863,0.65,0.605,-8.637,0.0511,0.0636,0.00249,0.135,0.87,168.01
12864,0.784,0.47,-8.933,0.0355,0.0391,0.00237,0.123,0.776,89.985
12865,0.72,0.605,-9.744,0.0588,0.0219,0.2,0.133,0.704,155.966
12866,0.802,0.539,-7.972,0.0282,0.366,0.0,0.29,0.788,95.005
12867,0.67,0.537,-10.788,0.0569,0.0722,0.0149,0.317,0.903,163.986
12868,0.773,0.671,-9.284,0.0378,0.28,0.0171,0.251,0.931,97.987
12869,0.82,0.505,-9.65,0.0373,0.172,0.000127,0.126,0.915,89.007
12870,0.719,0.585,-10.748,0.029,0.119,0.00235,0.352,0.772,143.941
12871,0.59,0.704,-9.663,0.0299,0.0153,0.0487,0.21,0.971,158.942
12872,0.727,0.711,-11.997,0.0633,0.0092,0.0103,0.0662,0.768,132.913
12873,0.753,0.718,-11.038,0.0521,0.00388,0.118,0.0373,0.563,136.719
12874,0.699,0.561,-10.987,0.0789,0.000357,0.194,0.0668,0.966,138.299
12875,0.622,0.483,-10.717,0.204,0.0422,0.0301,0.284,0.652,120.671
12876,0.788,0.634,-9.647,0.0468,0.0592,0.638,0.089,0.95,135.454
12877,0.754,0.555,-10.901,0.066,0.0171,0.0342,0.159,0.909,136.076
12878,0.622,0.419,-11.79,0.0363,0.0355,0.145,0.0364,0.812,131.513
12879,0.823,0.635,-9.65,0.068,0.00903,0.583,0.285,0.964,131.265
12880,0.748,0.673,-10.1,0.0558,0.00437,0.0424,0.0706,0.845,137.459
12881,0.7,0.65,-9.667,0.0628,0.00621,0.762,0.0483,0.928,94.374
12882,0.536,0.51,-12.77,0.0844,0.00871,0.128,0.358,0.859,140.846
12883,0.764,0.348,-12.86,0.0478,0.01,0.00207,0.0953,0.739,132.709
12884,0.711,0.479,-14.278,0.0496,0.00142,0.619,0.0544,0.681,100.178
12885,0.77,0.408,-13.182,0.103,0.00101,0.227,0.14,0.862,138.899
12886,0.757,0.56,-11.483,0.0581,0.000585,0.48,0.259,0.898,135.808
12887,0.79,0.304,-12.366,0.0653,0.0243,0.0704,0.104,0.404,120.328
12888,0.732,0.446,-13.147,0.209,0.00346,0.639,0.107,0.861,128.381
12889,0.591,0.701,-11.087,0.163,4.73e-05,0.0178,0.389,0.914,131.202
12890,0.579,0.531,-11.842,0.048,0.00389,0.265,0.0694,0.894,128.985
12891,0.597,0.725,-12.059,0.0384,2.9e-05,0.165,0.116,0.731,135.216
12892,0.677,0.546,-10.285,0.0569,0.00989,0.0206,0.132,0.625,136.281
12893,0.652,0.617,-10.751,0.0584,0.000237,0.107,0.0865,0.932,139.698
12894,0.712,0.722,-9.371,0.0902,0.038,0.000289,0.355,0.962,80.551
12895,0.383,0.701,-9.236,0.0332,0.019,0.000293,0.38,0.878,186.323
12896,0.702,0.859,-8.861,0.0414,0.0203,7.39e-06,0.382,0.948,129.718
12897,0.728,0.835,-8.439,0.0519,0.0971,0.0316,0.921,0.934,154.632
12898,0.691,0.598,-10.045,0.0426,0.05,2.91e-06,0.925,0.929,84.131
12899,0.693,0.555,-9.868,0.0276,0.0458,0.0442,0.676,0.643,101.828
12900,0.713,0.834,-7.955,0.154,0.242,0.0,0.739,0.874,95.941
12901,0.703,0.569,-10.894,0.0293,0.144,0.0674,0.852,0.888,101.277
12902,0.626,0.735,-11.732,0.0405,0.0763,0.000776,0.697,0.713,76.241
12903,0.587,0.812,-9.65,0.0712,0.0227,0.00769,0.958,0.72,89.758
12904,0.62,0.706,-10.249,0.0401,0.0195,1.66e-05,0.96,0.915,90.584
12905,0.659,0.404,-10.334,0.0296,0.00606,4.53e-05,0.921,0.652,137.568
12906,0.65,0.524,-11.303,0.0281,0.141,0.00012,0.307,0.831,91.892
12907,0.645,0.673,-11.246,0.0303,0.248,0.00172,0.826,0.447,87.295
12908,0.714,0.531,-9.535,0.0304,0.0742,0.00383,0.674,0.898,78.364
12909,0.495,0.62,-11.322,0.0392,0.0023,0.048,0.99,0.763,175.203
12910,0.822,0.567,-7.187,0.0376,0.0514,0.000238,0.128,0.69,151.991
12911,0.762,0.786,-5.856,0.0323,0.0169,0.00224,0.0629,0.965,134.018
12912,0.71,0.787,-6.32,0.0365,0.113,0.0,0.0977,0.97,79.904
12913,0.735,0.86,-5.963,0.0461,0.043,0.000154,0.0379,0.849,93.012
12914,0.738,0.66,-6.654,0.0299,0.00561,0.000298,0.122,0.806,148.005
12915,0.738,0.8,-6.0,0.055,0.00337,0.00343,0.111,0.675,89.403
12916,0.648,0.713,-5.204,0.0344,0.0487,0.0,0.166,0.898,87.951
12917,0.748,0.696,-6.663,0.125,0.393,1.51e-06,0.0267,0.951,169.967
12918,0.723,0.752,-6.715,0.141,0.00544,2.6e-05,0.0334,0.884,75.668
12919,0.734,0.582,-6.75,0.0354,0.0675,1.94e-06,0.0528,0.922,89.035
12920,0.643,0.78,-4.889,0.0307,0.00767,0.0897,0.249,0.949,87.993
12921,0.873,0.554,-7.697,0.0412,0.145,0.0,0.0431,0.791,140.023
12922,0.71,0.468,-8.133,0.0321,0.17,5.91e-05,0.188,0.477,91.998
12923,0.779,0.644,-4.779,0.0667,0.0389,3.15e-05,0.298,0.852,79.985
12924,0.734,0.712,-5.335,0.0422,0.274,1.06e-06,0.102,0.907,166.598
12925,0.704,0.579,-7.422,0.0357,0.161,0.00048,0.373,0.934,140.01
12926,0.762,0.451,-9.971,0.162,0.318,0.00145,0.345,0.48,148.045
12927,0.612,0.558,-9.456,0.0384,0.16,0.000735,0.967,0.771,84.118
12928,0.607,0.66,-8.965,0.0294,0.0345,5.25e-05,0.85,0.76,76.83
12929,0.822,0.567,-7.187,0.0376,0.0514,0.000238,0.128,0.69,151.991
12930,0.762,0.786,-5.856,0.0323,0.0169,0.00224,0.0605,0.965,134.018
12931,0.71,0.787,-6.32,0.0365,0.113,0.0,0.0977,0.97,79.904
12932,0.735,0.86,-5.963,0.0461,0.043,0.000154,0.0373,0.849,93.012
12933,0.738,0.66,-6.654,0.0299,0.00561,0.000298,0.12,0.806,148.005
12934,0.738,0.8,-6.0,0.055,0.00337,0.00343,0.112,0.675,89.403
12935,0.648,0.713,-5.204,0.0344,0.0487,0.0,0.164,0.898,87.951
12936,0.745,0.696,-6.663,0.126,0.393,1.51e-06,0.0251,0.951,169.963
12937,0.723,0.752,-6.715,0.141,0.00544,2.6e-05,0.037,0.884,75.668
12938,0.734,0.582,-6.75,0.0354,0.0675,1.94e-06,0.0523,0.922,89.035
12939,0.704,0.78,-4.889,0.0298,0.00767,0.0897,0.249,0.958,88.007
12940,0.873,0.554,-7.697,0.0412,0.145,0.0,0.0431,0.791,140.023
12941,0.71,0.468,-8.133,0.0321,0.17,5.91e-05,0.183,0.477,91.998
12942,0.779,0.644,-4.779,0.0667,0.0389,3.15e-05,0.298,0.852,79.985
12943,0.734,0.712,-5.335,0.0422,0.274,1.06e-06,0.104,0.907,166.598
12944,0.704,0.579,-7.422,0.0357,0.161,0.00048,0.373,0.934,140.01
12945,0.762,0.499,-9.971,0.169,0.318,0.00145,0.345,0.329,148.045
12946,0.444,0.866,-9.124,0.0525,0.0379,2.57e-06,0.84,0.805,144.99
12947,0.64,0.923,-8.788,0.0619,0.0439,0.000448,0.735,0.883,146.459
12948,0.524,0.756,-10.156,0.0781,0.0922,4.15e-06,0.729,0.883,131.57
12949,0.584,0.84,-5.522,0.0813,0.277,0.0,0.313,0.547,70.722
12950,0.572,0.83,-10.817,0.035,0.138,0.0238,0.131,0.816,143.356
12951,0.562,0.808,-10.841,0.0435,0.0671,0.0395,0.936,0.442,135.424
12952,0.577,0.802,-12.147,0.0416,0.0297,0.042,0.935,0.797,145.366
12953,0.567,0.839,-11.859,0.0443,0.00608,0.000658,0.738,0.896,147.648
12954,0.557,0.904,-7.724,0.0501,0.169,0.0,0.894,0.868,148.365
12955,0.821,0.573,-7.18,0.0382,0.0492,0.000177,0.134,0.725,151.988
12956,0.762,0.779,-5.832,0.0323,0.0191,0.0022,0.0597,0.964,134.012
12957,0.78,0.773,-6.304,0.0374,0.122,0.0,0.109,0.972,80.01
12958,0.729,0.864,-5.987,0.0422,0.0373,0.000134,0.0363,0.851,93.002
12959,0.741,0.662,-6.664,0.0304,0.00597,0.000474,0.138,0.809,148.006
12960,0.74,0.791,-5.965,0.0563,0.00349,0.00259,0.113,0.7,89.4
12961,0.653,0.708,-5.204,0.0328,0.0448,0.0,0.149,0.908,88.015
12962,0.746,0.681,-6.664,0.117,0.377,2e-06,0.0273,0.96,169.953
12963,0.765,0.761,-6.771,0.117,0.0059,2.72e-05,0.0395,0.889,75.663
12964,0.736,0.582,-6.735,0.035,0.0595,1.07e-06,0.0504,0.927,89.02
12965,0.649,0.8,-4.89,0.0306,0.00676,0.0648,0.228,0.944,87.986
12966,0.874,0.543,-7.704,0.0423,0.155,0.0,0.0486,0.789,140.059
12967,0.709,0.468,-8.126,0.0337,0.149,8.82e-05,0.181,0.487,91.997
12968,0.785,0.649,-4.798,0.0575,0.0547,5.95e-05,0.301,0.839,79.991
12969,0.741,0.698,-5.339,0.0436,0.272,0.0,0.0999,0.879,166.596
12970,0.706,0.581,-7.416,0.0371,0.155,0.00055,0.374,0.931,139.99
12971,0.763,0.501,-10.045,0.197,0.323,0.0017,0.352,0.341,148.067
12972,0.719,0.716,-9.392,0.0902,0.0357,0.00055,0.355,0.961,80.846
12973,0.59,0.705,-9.236,0.0254,0.019,0.000275,0.375,0.852,93.921
12974,0.704,0.847,-8.889,0.0385,0.0196,1.25e-05,0.419,0.958,129.763
12975,0.727,0.849,-8.421,0.0468,0.108,0.0168,0.889,0.957,154.585
12976,0.676,0.606,-10.062,0.0485,0.0439,2.21e-06,0.925,0.932,83.801
12977,0.693,0.558,-9.899,0.026,0.0523,0.0469,0.639,0.622,101.831
12978,0.711,0.832,-7.97,0.217,0.242,0.0,0.743,0.866,95.933
12979,0.702,0.565,-10.903,0.0292,0.161,0.104,0.826,0.879,101.24
12980,0.627,0.722,-11.76,0.0415,0.0695,0.00124,0.687,0.686,76.243
12981,0.602,0.805,-9.612,0.0577,0.0258,0.00872,0.944,0.708,90.065
12982,0.618,0.705,-10.294,0.0389,0.0239,1.67e-05,0.965,0.926,90.455
12983,0.668,0.405,-10.345,0.0278,0.0055,5.3e-05,0.944,0.653,137.54
12984,0.645,0.534,-11.325,0.0281,0.15,8.55e-05,0.341,0.828,91.865
12985,0.642,0.675,-11.238,0.0306,0.255,0.00306,0.755,0.499,87.289
12986,0.707,0.535,-9.567,0.0275,0.0629,0.00671,0.77,0.932,78.355
12987,0.499,0.63,-11.304,0.0386,0.0023,0.0485,0.993,0.779,175.424
12988,0.826,0.623,-2.69,0.0777,0.00533,0.000211,0.453,0.759,138.029
12989,0.855,0.616,-4.511,0.0595,0.00182,3.14e-05,0.0681,0.953,140.009
12990,0.716,0.848,-3.76,0.0371,0.414,0.00639,0.0434,0.845,96.004
12991,0.871,0.675,-4.558,0.0483,0.0333,8.36e-05,0.0347,0.863,143.983
12992,0.728,0.839,-4.665,0.0443,0.027,2.54e-05,0.0495,0.962,86.989
12993,0.759,0.597,-4.622,0.0535,0.00943,0.0,0.054,0.826,80.989
12994,0.836,0.49,-6.368,0.0697,0.0256,0.00213,0.0919,0.938,81.928
12995,0.79,0.569,-5.253,0.0328,0.0247,2.76e-06,0.0533,0.947,148.036
12996,0.694,0.874,-3.589,0.0378,0.146,0.0283,0.0534,0.919,92.012
12997,0.817,0.67,-3.993,0.0473,0.019,0.00589,0.0924,0.874,131.974
12998,0.931,0.687,-4.823,0.0406,0.0899,3.28e-06,0.213,0.909,141.938
12999,0.653,0.716,-6.376,0.0355,0.0236,0.0,0.166,0.928,80.981
13000,0.708,0.751,-4.687,0.0271,0.0202,0.00222,0.0298,0.882,108.046
13001,0.829,0.632,-2.661,0.077,0.00666,0.000133,0.475,0.754,138.054
13002,0.859,0.634,-4.514,0.0572,0.0021,3.95e-05,0.0685,0.959,140.008
13003,0.717,0.848,-3.721,0.0365,0.421,0.00425,0.0568,0.864,96.009
13004,0.872,0.692,-4.514,0.0433,0.0395,3.25e-05,0.0405,0.873,143.994
13005,0.73,0.846,-4.667,0.045,0.0273,2.49e-05,0.0866,0.962,86.983
13006,0.755,0.59,-4.627,0.0584,0.00812,0.0,0.0626,0.837,80.987
13007,0.836,0.486,-6.273,0.0698,0.0274,0.00193,0.0934,0.932,81.933
13008,0.799,0.572,-5.247,0.0324,0.0231,1.91e-06,0.05,0.952,148.007
13009,0.692,0.862,-3.544,0.0382,0.132,0.0132,0.0524,0.929,92.024
13010,0.818,0.689,-3.983,0.0469,0.0139,0.00521,0.084,0.868,131.996
13011,0.93,0.679,-4.81,0.0406,0.0847,1.04e-05,0.196,0.926,141.963
13012,0.656,0.738,-6.393,0.0353,0.0233,0.0,0.158,0.943,80.985
13013,0.712,0.739,-4.671,0.0262,0.0188,0.00224,0.0273,0.9,108.027
13014,0.786,0.922,-5.805,0.0558,0.101,0.00264,0.331,0.715,95.034
13015,0.721,0.641,-7.521,0.036,0.019,0.00178,0.278,0.73,85.075
13016,0.79,0.714,-5.411,0.0882,0.0436,0.0492,0.169,0.802,172.011
13017,0.784,0.765,-7.549,0.0504,0.00177,0.00469,0.0545,0.816,100.007
13018,0.726,0.642,-5.399,0.0547,0.00342,0.0121,0.123,0.357,95.003
13019,0.718,0.837,-6.207,0.0732,0.114,0.000415,0.115,0.691,169.96
13020,0.824,0.379,-6.237,0.0506,0.0145,0.0429,0.0601,0.755,87.992
13021,0.84,0.734,-7.295,0.182,0.0123,0.00083,0.234,0.788,170.007
13022,0.813,0.746,-9.142,0.0595,0.163,0.00246,0.0469,0.939,93.993
13023,0.744,0.833,-3.754,0.0621,0.00957,0.0427,0.0771,0.96,99.968
13024,0.773,0.927,-3.27,0.0636,0.00307,0.842,0.0814,0.963,99.983
13025,0.506,0.938,-5.204,0.18,0.0339,0.0,0.134,0.872,199.798
13026,0.713,0.737,-5.866,0.208,0.0552,6.79e-05,0.0554,0.657,179.07
13027,0.815,0.671,-5.72,0.0566,0.0375,5.1e-05,0.132,0.938,149.974
13028,0.568,0.742,-7.321,0.0564,0.0557,0.000227,0.0866,0.967,167.013
13029,0.827,0.794,-9.112,0.0539,0.00793,3.89e-05,0.0688,0.609,105.996
13030,0.714,0.507,-9.136,0.0621,0.0671,9.84e-05,0.219,0.805,172.072
13031,0.853,0.568,-7.596,0.0641,0.196,1.66e-06,0.108,0.873,136.04
13032,0.891,0.46,-7.534,0.103,0.0832,0.000875,0.257,0.333,144.016
13033,0.703,0.736,-5.981,0.0444,0.29,0.0257,0.169,0.856,81.498
13034,0.865,0.614,-8.382,0.284,0.00639,0.000152,0.0868,0.926,169.005
13035,0.766,0.693,-6.7,0.0623,0.0366,0.0417,0.0388,0.901,88.472
13036,0.763,0.6,-5.799,0.0317,0.128,5.87e-05,0.102,0.966,77.011
13037,0.793,0.732,-6.891,0.207,0.0725,0.0,0.185,0.842,94.02
13038,0.832,0.544,-8.517,0.0823,0.00541,0.000104,0.102,0.956,165.019
13039,0.843,0.789,-6.043,0.157,0.00448,0.0325,0.087,0.627,81.515
13040,0.745,0.7,-6.259,0.0306,0.193,0.00172,0.151,0.688,99.686
13041,0.779,0.657,-5.9,0.0381,0.412,0.0435,0.132,0.947,125.521
13042,0.764,0.92,-7.307,0.0463,0.0647,0.00232,0.0721,0.865,149.946
13043,0.788,0.562,-7.918,0.087,0.217,0.0,0.0602,0.664,86.905
13044,0.83,0.567,-7.837,0.085,0.166,0.0235,0.0872,0.635,97.859
13045,0.667,0.595,-8.037,0.0432,0.122,0.0147,0.182,0.687,85.744
13046,0.804,0.931,-5.293,0.0398,0.145,3.39e-05,0.075,0.961,114.857
13047,0.637,0.813,-6.344,0.25,0.238,0.000181,0.0358,0.791,201.61
13048,0.707,0.844,-5.793,0.175,0.0393,0.000339,0.361,0.419,170.044
13049,0.724,0.838,-6.541,0.048,0.0266,0.000686,0.0716,0.954,157.72
13050,0.876,0.83,-6.021,0.0359,0.188,0.00227,0.0498,0.931,114.801
13051,0.721,0.729,-5.904,0.0351,0.00636,0.00373,0.0606,0.3,91.999
13052,0.754,0.734,-7.978,0.0507,0.0985,0.0442,0.174,0.633,95.81
13053,0.664,0.719,-6.032,0.0526,0.0329,3.79e-06,0.0332,0.688,77.875
13054,0.53,0.074,-10.326,0.214,0.00906,0.0728,0.0945,0.152,156.074
13055,0.76,0.605,-9.721,0.0534,0.0361,0.00187,0.104,0.38,76.582
13056,0.818,0.6,-9.283,0.181,0.0037,0.0,0.0971,0.414,100.465
13057,0.701,0.693,-10.981,0.0566,0.0388,0.0754,0.0893,0.707,76.847
13058,0.752,0.517,-11.98,0.0465,0.00456,0.211,0.17,0.497,110.85
13059,0.715,0.532,-11.681,0.0428,0.00953,0.00165,0.0912,0.134,90.904
13060,0.766,0.583,-11.522,0.0303,0.0367,0.00113,0.0736,0.525,136.125
13061,0.53,0.49,-10.619,0.0496,0.0474,6.99e-06,0.133,0.908,74.648
13062,0.694,0.633,-10.989,0.046,0.000163,0.11,0.0847,0.821,177.935
13063,0.832,0.677,-9.57,0.0286,0.0267,9.52e-05,0.219,0.748,99.074
13064,0.671,0.946,-10.072,0.0425,0.0865,0.00136,0.244,0.86,159.69
13065,0.766,0.727,-11.197,0.0429,0.186,0.112,0.0733,0.956,100.016
13066,0.672,0.49,-13.69,0.0384,0.000669,0.00144,0.228,0.372,87.614
13067,0.78,0.747,-13.138,0.0429,0.000916,0.000129,0.208,0.568,97.156
13068,0.819,0.445,-12.421,0.0491,0.00236,0.0008,0.0849,0.792,150.127
13069,0.799,0.504,-12.874,0.045,0.074,0.000609,0.118,0.92,101.067
13070,0.912,0.755,-10.946,0.198,0.0651,0.0,0.1,0.959,98.107
13071,0.642,0.722,-13.031,0.0375,0.0444,0.00388,0.122,0.836,172.406
13072,0.805,0.52,-12.445,0.0657,0.000339,0.00134,0.0734,0.637,92.612
13073,0.856,0.617,-13.53,0.0452,0.0157,0.000136,0.0406,0.694,107.105
13074,0.62,0.668,-12.461,0.0694,0.000676,0.266,0.101,0.903,192.387
13075,0.887,0.672,-13.628,0.0506,0.115,2.47e-05,0.0642,0.84,106.129
13076,0.786,0.268,-16.058,0.0677,0.00324,0.00885,0.0879,0.793,75.543
13077,0.714,0.445,-15.853,0.0592,0.00438,0.000233,0.311,0.863,177.613
13078,0.842,0.305,-16.813,0.0579,0.29,0.000807,0.137,0.829,75.597
13079,0.772,0.328,-17.428,0.0555,0.0203,0.0566,0.126,0.925,146.605
13080,0.663,0.445,-16.363,0.0294,0.0998,0.0,0.346,0.93,99.429
13081,0.812,0.358,-15.673,0.0685,0.0054,6.94e-05,0.112,0.825,89.17
13082,0.701,0.322,-19.018,0.0403,0.0749,0.197,0.266,0.795,100.391
13083,0.827,0.533,-14.316,0.0698,0.0525,0.26,0.0666,0.974,111.897
13084,0.759,0.46,-14.882,0.0652,0.0217,8.99e-05,0.0546,0.953,151.438
13085,0.591,0.567,-12.816,0.0381,0.0759,0.106,0.0702,0.555,88.0
13086,0.817,0.441,-14.355,0.0484,0.0766,0.00782,0.0547,0.685,95.871
13087,0.794,0.275,-16.295,0.0566,0.101,0.0291,0.0743,0.963,79.941
13088,0.817,0.524,-14.892,0.0485,0.00227,0.0022,0.0385,0.921,99.014
13089,0.879,0.369,-15.505,0.326,0.255,7.63e-05,0.0278,0.925,80.864
13090,0.708,0.474,-15.974,0.119,0.11,0.0357,0.188,0.882,193.477
13091,0.679,0.523,-16.274,0.0636,0.187,2.22e-05,0.0542,0.963,92.921
13092,0.957,0.217,-14.626,0.0595,0.116,0.0408,0.0795,0.771,102.073
13093,0.845,0.286,-14.558,0.074,0.151,0.000555,0.285,0.898,95.897
13094,0.748,0.394,-14.889,0.124,0.0286,0.0039,0.0451,0.969,78.782
13095,0.873,0.275,-14.159,0.0654,0.0899,0.00216,0.0714,0.921,102.748
13096,0.753,0.62,-16.774,0.0384,0.0428,8.49e-05,0.113,0.848,94.919
13097,0.75,0.426,-15.595,0.103,0.0939,0.000751,0.249,0.888,173.645
13098,0.79,0.313,-17.415,0.0863,0.145,0.0002,0.0527,0.92,82.91
13099,0.727,0.282,-16.167,0.0778,0.259,0.695,0.0522,0.717,167.783
13100,0.816,0.44,-14.322,0.0452,0.0758,0.00829,0.0489,0.693,95.87
13101,0.793,0.282,-16.25,0.0562,0.097,0.0308,0.185,0.968,79.935
13102,0.83,0.512,-14.932,0.0469,0.00212,0.00199,0.0384,0.909,98.994
13103,0.88,0.367,-15.487,0.316,0.263,7.06e-05,0.0294,0.92,80.866
13104,0.709,0.469,-15.959,0.123,0.0996,0.059,0.182,0.866,193.482
13105,0.679,0.518,-16.289,0.0622,0.174,3.52e-05,0.0587,0.961,92.911
13106,0.957,0.226,-14.606,0.0594,0.119,0.0358,0.0796,0.768,102.072
13107,0.848,0.281,-14.55,0.0776,0.176,0.000567,0.284,0.9,95.904
13108,0.747,0.39,-14.889,0.131,0.0328,0.00543,0.0465,0.969,78.775
13109,0.87,0.288,-14.155,0.0591,0.089,0.00212,0.0746,0.913,102.741
13110,0.758,0.625,-16.78,0.0387,0.0392,7.94e-05,0.131,0.822,94.911
13111,0.75,0.426,-15.605,0.0978,0.088,0.000819,0.219,0.874,173.688
13112,0.787,0.314,-17.423,0.0883,0.157,0.000308,0.0565,0.91,82.924
13113,0.73,0.285,-16.14,0.0737,0.233,0.753,0.0523,0.731,167.874
13114,0.81,0.471,-12.177,0.0454,0.0567,0.0188,0.0808,0.897,95.874
13115,0.787,0.33,-14.013,0.0537,0.0814,0.0457,0.0662,0.967,79.917
13116,0.817,0.561,-13.311,0.0539,0.00204,0.00879,0.0421,0.904,99.02
13117,0.865,0.414,-13.256,0.168,0.225,0.00159,0.0425,0.937,80.852
13118,0.956,0.254,-13.264,0.0551,0.156,0.0362,0.0362,0.8,102.071
13119,0.854,0.36,-12.469,0.0751,0.158,0.000496,0.265,0.89,95.891
13120,0.64,0.456,-13.239,0.0984,0.0289,0.0129,0.0512,0.968,78.735
13121,0.713,0.526,-13.834,0.114,0.0802,0.0986,0.142,0.904,193.484
13122,0.785,0.371,-15.289,0.0824,0.208,0.00045,0.0448,0.927,82.913
13123,0.737,0.338,-13.907,0.0715,0.235,0.671,0.0381,0.764,167.929
13124,0.831,0.39,-15.923,0.0607,0.0372,0.806,0.0333,0.948,106.941
13125,0.576,0.596,-14.802,0.0403,0.148,0.000807,0.0702,0.931,183.916
13126,0.751,0.362,-14.957,0.0418,0.164,0.00187,0.0291,0.951,143.954
13127,0.761,0.465,-15.429,0.0544,0.116,1.05e-05,0.0526,0.879,88.905
13128,0.725,0.273,-17.053,0.0346,0.0466,0.0,0.0401,0.961,86.852
13129,0.771,0.501,-13.814,0.0741,0.0437,0.0,0.285,0.966,91.931
13130,0.789,0.444,-13.998,0.042,0.0929,0.000551,0.156,0.968,96.893
13131,0.724,0.377,-15.822,0.0744,0.267,0.212,0.0548,0.842,171.822
13132,0.884,0.391,-15.232,0.0752,0.131,2.95e-06,0.0661,0.975,107.901
13133,0.737,0.365,-14.219,0.0882,0.043,0.0363,0.0266,0.846,158.907
13134,0.793,0.481,-15.377,0.0801,0.0627,0.868,0.0414,0.863,106.944
13135,0.563,0.852,-12.368,0.0358,0.0891,0.00191,0.38,0.963,174.18
13136,0.633,0.523,-14.068,0.0279,0.0586,6.29e-05,0.747,0.945,78.043
13137,0.62,0.578,-13.052,0.0298,0.148,0.000428,0.32,0.951,177.441
13138,0.705,0.49,-13.93,0.0273,0.0803,0.0492,0.689,0.924,95.091
13139,0.703,0.581,-13.829,0.041,0.185,0.0,0.908,0.665,94.113
13140,0.787,0.523,-15.021,0.0343,0.15,0.00136,0.529,0.963,101.167
13141,0.597,0.307,-17.588,0.0293,0.525,0.0604,0.189,0.645,70.769
13142,0.545,0.596,-15.177,0.0319,0.111,1.47e-05,0.898,0.778,98.163
13143,0.678,0.652,-12.098,0.0458,0.162,0.0,0.861,0.787,92.865
13144,0.775,0.484,-14.365,0.0337,0.172,2.51e-05,0.956,0.949,100.086
13145,0.724,0.715,-12.997,0.0419,0.0861,0.105,0.764,0.961,151.706
13146,0.682,0.605,-12.673,0.0325,0.0489,0.362,0.97,0.843,91.378
13147,0.733,0.726,-12.713,0.0287,0.0513,0.000447,0.866,0.933,101.008
13148,0.742,0.644,-10.482,0.0649,0.114,0.00059,0.323,0.595,171.877
