,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
327,0.758,0.535,-10.047,0.0567,0.0125,0.0167,0.0398,0.599,121.901
328,0.637,0.817,-8.929,0.0923,0.0239,0.00125,0.63,0.717,126.784
329,0.78,0.556,-10.753,0.0571,0.102,0.000129,0.0523,0.607,115.882
330,0.804,0.709,-11.557,0.0498,0.2,2.28e-05,0.249,0.783,106.565
331,0.66,0.726,-11.78,0.0682,0.00274,0.000857,0.0332,0.574,89.981
332,0.728,0.841,-11.142,0.0475,0.0148,0.317,0.122,0.902,119.945
333,0.735,0.498,-13.852,0.0651,0.015,0.0559,0.116,0.465,100.386
334,0.79,0.817,-14.143,0.0618,0.00658,0.811,0.0448,0.403,108.674
335,0.766,0.556,-12.719,0.0934,0.00232,0.0409,0.188,0.476,122.041
336,0.838,0.885,-10.771,0.0789,0.00116,0.256,0.0645,0.0852,119.659
337,0.758,0.671,-12.741,0.177,0.00954,0.891,0.106,0.777,177.282
338,0.666,0.72,-11.114,0.0478,0.000442,5.63e-05,0.0838,0.775,170.261
339,0.75,0.818,-9.827,0.0622,0.0664,0.448,0.269,0.636,108.009
340,0.684,0.866,-9.504,0.0298,0.0364,0.00315,0.281,0.893,111.059
341,0.576,0.799,-14.01,0.0371,0.018,0.853,0.197,0.32,124.034
342,0.635,0.841,-10.484,0.0581,0.0124,0.815,0.111,0.499,119.263
343,0.588,0.957,-8.557,0.0988,0.0328,0.026,0.247,0.354,99.964
344,0.552,0.878,-8.699,0.0512,0.00126,0.0417,0.0362,0.645,129.092
345,0.563,0.822,-9.961,0.0392,0.00054,0.00622,0.217,0.661,86.351
346,0.288,0.368,-11.931,0.0327,0.00208,2.14e-05,0.113,0.11,128.966
347,0.854,0.316,-16.764,0.108,0.219,0.00983,0.0781,0.525,123.325
348,0.57,0.821,-8.599,0.0485,0.0201,0.000449,0.0993,0.332,96.115
349,0.597,0.812,-10.052,0.0435,0.0179,0.805,0.12,0.651,100.115
350,0.387,0.326,-12.21,0.0291,0.681,0.000115,0.157,0.107,80.073
351,0.463,0.546,-11.304,0.0315,0.427,0.18,0.0643,0.295,80.068
352,0.372,0.635,-10.702,0.0521,0.627,0.000151,0.531,0.152,80.6
353,0.66,0.554,-11.47,0.0518,0.0862,0.00589,0.129,0.236,87.588
354,0.635,0.841,-10.484,0.0581,0.0124,0.815,0.111,0.499,119.263
355,0.588,0.957,-8.557,0.0988,0.0328,0.026,0.247,0.354,99.964
356,0.552,0.878,-8.699,0.0512,0.00126,0.0417,0.0362,0.645,129.092
357,0.563,0.822,-9.961,0.0392,0.00054,0.00622,0.217,0.661,86.351
358,0.288,0.368,-11.931,0.0327,0.00208,2.14e-05,0.113,0.11,128.966
359,0.854,0.316,-16.764,0.108,0.219,0.00983,0.0781,0.525,123.325
360,0.57,0.821,-8.599,0.0485,0.0201,0.000449,0.0993,0.332,96.115
361,0.597,0.812,-10.052,0.0435,0.0179,0.805,0.12,0.651,100.115
362,0.387,0.326,-12.21,0.0291,0.681,0.000115,0.157,0.107,80.073
363,0.463,0.546,-11.304,0.0315,0.427,0.18,0.0643,0.295,80.068
364,0.372,0.635,-10.702,0.0521,0.627,0.000151,0.531,0.152,80.6
365,0.66,0.554,-11.47,0.0518,0.0862,0.00589,0.129,0.236,87.588
366,0.65,0.972,-5.883,0.0793,0.00257,0.016,0.428,0.631,115.747
367,0.637,0.92,-6.943,0.0399,0.000812,0.0851,0.141,0.869,110.798
368,0.349,0.544,-9.116,0.029,0.239,6.76e-05,0.5,0.218,144.133
369,0.592,0.673,-8.537,0.0473,0.0132,0.00604,0.149,0.515,139.816
370,0.518,0.638,-8.386,0.0376,0.311,0.0566,0.0689,0.51,160.106
371,0.564,0.81,-9.619,0.273,0.00727,0.00734,0.0608,0.517,176.369
372,0.623,0.913,-6.401,0.0523,0.0018,0.00538,0.335,0.403,123.636
373,0.341,0.684,-8.806,0.0332,0.00289,0.0497,0.362,0.333,177.945
374,0.668,0.901,-6.583,0.0549,0.00175,0.236,0.0944,0.906,92.701
375,0.182,0.478,-8.276,0.0318,0.205,0.00195,0.449,0.0678,142.728
376,0.247,0.466,-11.487,0.0351,0.0378,0.851,0.296,0.0646,143.713
377,0.651,0.856,-9.513,0.0426,0.000538,0.783,0.429,0.749,105.764
378,0.566,0.965,-8.52,0.0342,0.00359,0.0572,0.0982,0.791,108.056
379,0.472,0.652,-10.171,0.0305,0.0131,1.12e-05,0.14,0.401,140.124
380,0.582,0.64,-11.364,0.0334,0.00224,0.000163,0.0799,0.751,85.011
381,0.675,0.93,-8.369,0.0539,0.000786,0.694,0.178,0.59,123.996
382,0.69,0.791,-8.525,0.0769,0.0907,0.000633,0.0665,0.606,102.16
383,0.542,0.793,-8.203,0.053,0.0423,3.95e-06,0.0814,0.708,173.931
384,0.575,0.761,-10.066,0.0429,0.172,0.0,0.109,0.548,113.972
385,0.747,0.824,-10.224,0.0407,0.0331,6.31e-05,0.124,0.627,96.465
386,0.584,0.559,-11.139,0.025,0.000123,0.00083,0.0731,0.48,93.425
387,0.708,0.951,-8.772,0.0558,0.132,1.03e-05,0.32,0.783,110.988
388,0.644,0.928,-8.197,0.0461,0.276,0.000168,0.103,0.73,108.981
389,0.683,0.888,-8.61,0.0474,0.0629,0.0298,0.246,0.497,106.005
390,0.611,0.888,-9.281,0.0734,0.00169,0.0888,0.166,0.461,102.013
391,0.679,0.773,-7.997,0.0292,0.384,3.52e-05,0.161,0.714,133.018
392,0.638,0.688,-11.084,0.0309,0.225,0.000612,0.12,0.749,96.005
393,0.742,0.736,-8.563,0.093,0.119,0.000425,0.0828,0.844,95.527
394,0.718,0.734,-8.129,0.0299,0.0442,3.84e-05,0.11,0.474,124.179
395,0.636,0.945,-7.68,0.0427,0.0586,7.82e-05,0.462,0.92,121.981
396,0.601,0.516,-11.99,0.0299,0.717,0.000183,0.108,0.454,104.041
397,0.446,0.969,-7.795,0.0533,0.0365,0.00013,0.0963,0.706,184.975
398,0.728,0.614,-9.301,0.0627,0.00459,0.0214,0.063,0.485,115.015
399,0.62,0.817,-8.63,0.0448,0.204,0.00168,0.729,0.853,117.01
400,0.664,0.719,-12.091,0.0452,0.216,0.00931,0.173,0.701,110.03
401,0.547,0.779,-10.532,0.032,0.000328,0.00121,0.145,0.621,108.968
402,0.683,0.622,-14.567,0.0345,0.458,0.0,0.155,0.812,125.935
403,0.714,0.723,-12.653,0.0545,0.0645,0.00411,0.0758,0.892,108.977
404,0.666,0.613,-14.456,0.0443,0.0185,0.025,0.312,0.751,120.03
405,0.754,0.493,-15.243,0.0278,0.118,2.92e-05,0.068,0.724,117.197
406,0.73,0.801,-14.601,0.0443,0.00598,0.00761,0.246,0.89,120.346
407,0.688,0.378,-14.898,0.0285,0.00957,0.00163,0.116,0.353,110.102
408,0.441,0.345,-15.678,0.0335,0.571,3.95e-05,0.0544,0.229,180.047
409,0.39,0.375,-29.228,0.0516,0.465,0.654,0.11,0.267,206.404
410,0.617,0.435,-15.955,0.0235,0.244,1.24e-05,0.118,0.559,95.113
411,0.803,0.232,-27.5,0.219,0.83,0.000539,0.122,0.733,121.862
412,0.569,0.0634,-22.391,0.0372,0.739,0.0,0.549,0.0763,80.999
413,0.503,0.858,-12.508,0.0422,0.316,0.474,0.0517,0.788,81.026
414,0.792,0.724,-11.202,0.04,0.313,0.0017,0.186,0.894,119.976
415,0.658,0.578,-12.568,0.0416,0.128,0.0,0.333,0.792,125.93
416,0.697,0.659,-12.474,0.053,0.00848,0.000257,0.099,0.747,108.997
417,0.623,0.668,-12.88,0.0421,0.000435,0.0326,0.237,0.728,120.011
418,0.752,0.605,-12.945,0.0279,0.0123,0.00028,0.0662,0.812,117.194
419,0.781,0.717,-10.725,0.0398,0.274,0.00484,0.178,0.848,119.991
420,0.651,0.417,-12.755,0.0281,0.00021,0.0547,0.167,0.245,110.089
421,0.429,0.453,-13.855,0.0381,0.16,8.85e-06,0.0688,0.206,180.148
422,0.387,0.456,-26.532,0.0718,0.202,0.912,0.0735,0.217,206.466
423,0.601,0.51,-13.732,0.0245,0.039,1.07e-05,0.208,0.498,95.096
424,0.818,0.175,-24.841,0.0856,0.547,2.26e-05,0.0724,0.782,121.942
425,0.565,0.0865,-19.6,0.0346,0.499,0.0,0.57,0.0773,81.037
426,0.228,0.891,-11.33,0.0621,0.0585,0.77,0.0559,0.768,79.899
427,0.716,0.662,-13.17,0.0748,0.00547,0.24,0.0492,0.891,108.951
428,0.657,0.667,-12.587,0.0448,0.0086,0.0317,0.287,0.741,120.019
429,0.624,0.592,-13.026,0.0284,0.0842,1.1e-05,0.128,0.44,118.167
430,0.56,0.714,-13.331,0.0511,0.409,0.0348,0.0519,0.387,81.091
431,0.39,0.283,-15.242,0.0342,0.553,1.42e-05,0.0798,0.217,179.99
432,0.724,0.0905,-26.16,0.928,0.688,0.0,0.0874,0.43,109.443
433,0.763,0.0812,-25.621,0.86,0.514,0.0,0.309,0.575,102.04
434,0.713,0.762,-13.547,0.0729,0.000194,1.63e-06,0.107,0.631,126.203
435,0.781,0.805,-13.203,0.0637,0.00593,0.602,0.0856,0.547,109.086
436,0.763,0.546,-13.434,0.0892,0.0023,0.0411,0.232,0.404,122.028
437,0.713,0.671,-15.469,0.0486,0.000333,0.086,0.267,0.8,120.342
438,0.712,0.732,-13.063,0.0655,0.000321,0.00187,0.268,0.739,126.22
439,0.721,0.749,-14.485,0.0536,0.000154,0.166,0.0547,0.942,122.037
440,0.815,0.626,-13.406,0.0553,0.504,1.41e-06,0.0372,0.825,106.47
441,0.703,0.637,-14.334,0.033,0.0605,7.76e-05,0.0765,0.708,99.936
442,0.676,0.589,-16.282,0.049,0.135,3.16e-06,0.0872,0.716,89.953
443,0.712,0.416,-16.525,0.025,0.0451,5.13e-05,0.096,0.734,104.11
444,0.626,0.614,-16.121,0.032,0.00527,1.83e-05,0.0457,0.765,123.876
445,0.557,0.517,-17.379,0.027,0.242,5.01e-06,0.154,0.793,169.896
446,0.748,0.517,-17.674,0.033,0.125,0.00066,0.0825,0.957,108.023
447,0.699,0.583,-16.852,0.031,0.202,0.000201,0.252,0.909,119.885
448,0.187,0.224,-17.809,0.0306,0.661,0.00413,0.0715,0.3,158.357
449,0.626,0.645,-14.039,0.0268,0.0252,8.48e-06,0.328,0.774,100.48
450,0.806,0.681,-10.65,0.0627,0.589,0.0,0.0346,0.858,106.564
451,0.685,0.679,-13.266,0.0313,0.0452,8.06e-05,0.0726,0.806,100.026
452,0.673,0.693,-13.579,0.0521,0.0675,7.31e-06,0.0557,0.747,90.056
453,0.713,0.507,-13.837,0.0254,0.0137,0.000172,0.0949,0.685,104.186
454,0.617,0.708,-14.128,0.0323,0.00105,4.75e-05,0.0717,0.809,123.966
455,0.537,0.61,-13.49,0.0268,0.0916,2.62e-06,0.113,0.746,169.993
456,0.728,0.695,-13.551,0.032,0.0649,0.00241,0.0751,0.963,108.103
457,0.686,0.74,-12.793,0.0302,0.0969,0.00026,0.215,0.955,119.972
458,0.326,0.299,-14.525,0.0274,0.636,0.00494,0.0706,0.389,158.307
459,0.62,0.711,-12.719,0.0258,0.012,2.15e-05,0.328,0.853,100.555
460,0.697,0.419,-15.228,0.0276,0.0266,0.00108,0.0719,0.581,114.157
461,0.82,0.697,-10.61,0.0627,0.612,0.0,0.0791,0.857,106.549
462,0.675,0.729,-11.999,0.0463,0.111,1.12e-06,0.157,0.694,90.064
463,0.672,0.92,-10.269,0.0441,0.0498,0.00863,0.237,0.924,120.093
464,0.805,0.71,-10.904,0.0524,0.495,1.84e-05,0.235,0.839,106.573
465,0.716,0.886,-11.303,0.0482,0.0191,0.325,0.147,0.934,119.942
466,0.675,0.704,-13.548,0.0596,0.0218,0.00125,0.238,0.579,90.57
467,0.715,0.564,-13.657,0.05,0.0359,0.0363,0.177,0.538,100.394
468,0.581,0.802,-11.256,0.0497,0.0561,0.000427,0.968,0.894,84.946
469,0.65,0.783,-12.147,0.0573,0.0108,0.000116,0.0413,0.661,89.988
470,0.413,0.668,-11.858,0.0773,0.0265,0.00207,0.242,0.74,93.601
471,0.698,0.874,-11.456,0.0496,0.148,4.46e-06,0.316,0.487,108.663
472,0.47,0.738,-11.464,0.0448,0.00505,0.0,0.978,0.702,171.642
473,0.614,0.776,-12.397,0.0826,0.0122,0.0,0.144,0.542,121.625
474,0.605,0.881,-10.903,0.0449,0.145,7.17e-05,0.888,0.7,101.378
475,0.589,0.912,-10.843,0.0923,0.0729,2.26e-06,0.975,0.359,127.956
476,0.592,0.934,-4.505,0.0493,0.052,0.0,0.623,0.759,124.688
477,0.58,0.927,-5.874,0.0566,0.0428,2.69e-06,0.35,0.673,127.487
478,0.478,0.862,-6.885,0.107,0.0167,0.0,0.341,0.252,138.011
479,0.492,0.833,-6.494,0.0332,0.0544,1.21e-06,0.682,0.636,113.128
480,0.753,0.826,-7.128,0.0614,0.373,0.0,0.113,0.649,115.797
481,0.48,0.795,-6.757,0.0394,0.139,0.0,0.756,0.376,86.708
482,0.586,0.601,-7.789,0.0266,0.447,0.000112,0.76,0.287,84.355
483,0.639,0.93,-5.415,0.0368,0.0324,0.00292,0.416,0.812,115.775
484,0.528,0.902,-5.518,0.062,0.114,0.000308,0.0599,0.248,131.063
485,0.577,0.958,-5.846,0.0696,0.0671,0.000319,0.0842,0.629,161.33
486,0.367,0.951,-6.444,0.0812,0.00397,0.000318,0.871,0.437,132.5
487,0.439,0.938,-4.508,0.0816,0.0311,4.83e-06,0.953,0.553,141.502
488,0.556,0.9,-6.11,0.097,0.123,0.0,0.571,0.804,126.686
489,0.67,0.87,-4.694,0.0812,0.369,0.0,0.579,0.738,122.277
490,0.677,0.667,-12.892,0.0368,0.0756,1.97e-06,0.384,0.705,113.419
491,0.617,0.812,-12.566,0.0453,0.43,0.0,0.39,0.904,135.655
492,0.544,0.86,-12.749,0.0467,0.124,8.05e-05,0.231,0.615,142.518
493,0.705,0.846,-4.618,0.0466,0.231,2.1e-05,0.71,0.86,115.076
494,0.561,0.87,-10.517,0.0659,0.302,0.000112,0.501,0.654,137.999
495,0.585,0.753,-7.928,0.0422,0.115,0.736,0.34,0.611,171.14
496,0.518,0.707,-12.755,0.0416,0.124,4.2e-06,0.118,0.518,86.307
497,0.602,0.941,-4.873,0.162,0.0521,0.0,0.173,0.723,126.143
498,0.536,0.869,-4.56,0.151,0.449,2.16e-06,0.635,0.425,122.218
499,0.586,0.832,-5.987,0.0473,0.0819,0.0,0.522,0.597,113.448
500,0.513,0.948,-4.932,0.118,0.556,0.0,0.435,0.779,135.656
501,0.486,0.959,-5.892,0.11,0.238,1.93e-06,0.215,0.384,142.556
502,0.617,0.86,-4.548,0.0896,0.138,9.32e-06,0.653,0.739,115.727
503,0.424,0.943,-4.275,0.18,0.399,1.34e-06,0.395,0.393,138.184
504,0.305,0.65,-9.264,0.0439,0.0929,0.668,0.103,0.191,171.985
505,0.333,0.885,-4.805,0.0779,0.224,0.0,0.0661,0.353,86.194
506,0.565,0.966,-5.49,0.0634,0.0222,3.35e-06,0.166,0.796,124.876
507,0.707,0.909,-7.615,0.0432,0.0938,0.621,0.317,0.676,122.461
508,0.824,0.827,-6.186,0.0528,0.0896,0.653,0.0555,0.337,108.844
509,0.303,0.74,-8.014,0.0402,0.431,0.0,0.245,0.671,69.434
510,0.585,0.749,-8.439,0.0427,0.115,0.759,0.342,0.603,171.135
511,0.554,0.888,-6.664,0.087,0.107,0.0,0.291,0.82,126.701
512,0.518,0.829,-7.506,0.0698,0.301,0.00944,0.119,0.201,116.988
513,0.493,0.901,-7.774,0.0927,0.00767,0.000225,0.887,0.319,134.198
514,0.641,0.927,-7.422,0.0907,0.004,0.00337,0.353,0.544,127.228
515,0.782,0.922,-6.588,0.0451,0.00315,0.692,0.0643,0.873,124.685
516,0.773,0.77,-6.097,0.0504,0.0588,0.0199,0.489,0.709,114.954
517,0.742,0.754,-5.807,0.052,0.0567,0.00211,0.0786,0.669,122.187
518,0.626,0.905,-6.477,0.0988,0.107,1.56e-05,0.407,0.718,126.613
519,0.541,0.919,-6.282,0.0684,0.0475,1.17e-05,0.0846,0.64,140.114
520,0.637,0.873,-6.901,0.0357,0.00693,0.000169,0.0674,0.737,123.108
521,0.575,0.86,-8.628,0.0481,0.0139,6.5e-06,0.0937,0.773,137.323
522,0.689,0.815,-6.685,0.0481,0.0328,0.0,0.137,0.594,127.113
523,0.573,0.928,-6.474,0.0904,0.00309,3.81e-05,0.0634,0.363,130.148
524,0.524,0.894,-7.713,0.0982,0.0396,0.0,0.0753,0.447,125.424
525,0.577,0.887,-7.279,0.048,0.0204,0.0,0.142,0.461,136.546
526,0.562,0.729,-8.076,0.0279,0.342,0.0,0.0829,0.659,112.956
527,0.682,0.609,-9.415,0.12,0.199,4.48e-06,0.0702,0.458,82.271
528,0.544,0.873,-7.425,0.0525,0.0415,1.82e-05,0.0925,0.676,140.902
529,0.629,0.848,-7.632,0.043,0.00929,0.000139,0.0629,0.811,123.601
530,0.548,0.678,-10.094,0.0332,0.198,0.0,0.0995,0.808,136.592
531,0.691,0.812,-7.772,0.0558,0.0433,1.16e-06,0.299,0.685,127.568
532,0.599,0.836,-8.784,0.0418,0.0031,3.7e-05,0.232,0.59,131.082
533,0.501,0.872,-7.88,0.113,0.0445,0.0,0.0975,0.45,126.149
534,0.582,0.85,-7.982,0.0526,0.023,0.0,0.232,0.474,137.117
535,0.572,0.706,-8.707,0.0283,0.35,0.0,0.159,0.671,113.595
536,0.695,0.658,-9.174,0.0851,0.287,0.000184,0.0467,0.532,82.846
537,0.535,0.852,-7.901,0.107,0.102,2.55e-06,0.105,0.539,140.393
538,0.566,0.935,-6.064,0.105,0.0308,0.0,0.132,0.425,123.628
539,0.554,0.852,-7.908,0.0591,0.0201,1.19e-06,0.0955,0.566,136.288
540,0.636,0.841,-7.688,0.0668,0.155,0.0,0.415,0.549,127.755
541,0.491,0.892,-8.616,0.25,0.00351,4e-06,0.327,0.213,130.805
542,0.672,0.815,-9.352,0.0395,0.00554,3.52e-05,0.0376,0.754,133.976
543,0.452,0.876,-8.526,0.0313,0.00107,0.0734,0.0556,0.914,143.814
544,0.634,0.742,-8.896,0.0469,0.00346,0.00477,0.0938,0.737,126.055
545,0.631,0.817,-8.827,0.0426,0.00182,5.43e-05,0.0594,0.748,137.383
546,0.647,0.76,-10.449,0.0344,0.000137,0.000206,0.105,0.831,144.629
547,0.74,0.692,-10.586,0.0321,0.00809,0.0,0.083,0.834,133.191
548,0.532,0.977,-9.188,0.092,0.01,0.000701,0.901,0.467,163.051
549,0.458,0.449,-10.08,0.0354,0.806,0.000993,0.308,0.334,171.191
550,0.737,0.592,-13.132,0.0503,0.000431,0.225,0.0634,0.855,144.696
551,0.633,0.84,-8.57,0.0609,0.00744,0.00141,0.238,0.539,129.435
552,0.553,0.811,-8.154,0.0893,0.0667,8.91e-06,0.0588,0.559,140.479
553,0.558,0.684,-11.366,0.0812,0.0169,0.000537,0.323,0.748,126.47
554,0.484,0.906,-7.606,0.303,0.00143,1.03e-05,0.345,0.201,130.855
555,0.72,0.623,-13.431,0.0419,0.000784,0.89,0.0822,0.898,144.347
556,0.605,0.848,-9.387,0.0448,0.000969,0.179,0.0434,0.54,131.148
557,0.708,0.855,-6.301,0.0931,0.00548,0.0477,0.0447,0.656,131.955
558,0.701,0.594,-10.769,0.0456,0.000343,0.446,0.0516,0.232,131.445
559,0.71,0.466,-17.34,0.0416,0.00761,0.000201,0.137,0.449,136.98
560,0.647,0.519,-16.093,0.0589,0.0057,0.0109,0.0956,0.611,161.422
561,0.57,0.967,-4.956,0.076,0.0218,6.44e-06,0.285,0.776,124.856
562,0.668,0.458,-17.154,0.0342,0.0548,0.00744,0.229,0.124,126.879
563,0.672,0.516,-16.106,0.0365,0.00192,0.133,0.0905,0.494,127.435
564,0.728,0.479,-15.108,0.0475,0.0114,1.19e-05,0.083,0.432,124.026
565,0.569,0.379,-18.976,0.0348,0.107,0.822,0.424,0.724,124.577
566,0.725,0.859,-6.208,0.0636,0.0173,0.0137,0.048,0.53,131.697
567,0.588,0.916,-5.205,0.255,0.00228,0.000135,0.107,0.549,131.197
568,0.679,0.727,-9.423,0.0309,0.000801,1.33e-06,0.184,0.343,136.73
569,0.464,0.64,-10.337,0.0603,0.0618,0.0,0.0843,0.133,121.957
570,0.624,0.744,-6.99,0.0467,0.000536,0.000546,0.0876,0.655,161.044
571,0.592,0.749,-8.601,0.037,0.0154,0.000834,0.214,0.0847,126.732
572,0.631,0.796,-8.382,0.0406,0.000393,0.103,0.207,0.52,127.295
573,0.634,0.787,-6.876,0.0834,0.0031,0.0,0.12,0.319,123.775
574,0.55,0.593,-10.056,0.0371,0.00763,0.17,0.327,0.405,124.268
575,0.603,0.751,-6.476,0.0503,0.00566,0.00133,0.356,0.485,129.125
576,0.394,0.724,-8.739,0.0475,0.0152,0.00106,0.317,0.426,72.446
577,0.758,0.619,-9.797,0.047,0.034,3.67e-06,0.102,0.539,117.224
578,0.568,0.642,-8.618,0.102,0.0146,3.37e-05,0.0994,0.505,135.527
579,0.488,0.885,-7.05,0.0539,0.000575,0.0657,0.329,0.569,125.144
580,0.159,0.873,-5.543,0.0511,0.000253,0.18,0.0585,0.496,182.789
581,0.529,0.807,-9.117,0.0401,2.27e-05,0.000351,0.16,0.543,133.624
582,0.55,0.842,-7.812,0.0491,0.00112,0.000157,0.179,0.248,132.425
583,0.668,0.693,-8.622,0.0645,0.00221,0.000902,0.0545,0.237,122.445
584,0.575,0.837,-8.028,0.0426,0.000237,0.0262,0.12,0.578,127.77
585,0.632,0.653,-8.713,0.0332,0.0118,0.351,0.143,0.0389,126.634
586,0.732,0.855,-7.839,0.068,0.0466,0.000577,0.065,0.655,131.328
587,0.475,0.76,-9.124,0.0413,0.000888,0.000684,0.23,0.383,141.786
588,0.474,0.757,-7.253,0.037,0.0323,1.09e-05,0.137,0.386,134.291
589,0.675,0.886,-6.121,0.0447,0.000467,0.0218,0.216,0.59,136.691
590,0.718,0.915,-6.404,0.0639,0.00473,0.0277,0.0405,0.689,131.818
591,0.659,0.772,-8.903,0.0425,0.000892,0.151,0.358,0.292,128.021
592,0.724,0.898,-6.196,0.045,0.0119,0.0269,0.0441,0.824,131.578
593,0.53,0.881,-9.588,0.103,0.000312,0.212,0.486,0.199,143.156
594,0.696,0.916,-8.391,0.0392,0.000943,0.313,0.867,0.869,124.163
595,0.679,0.702,-10.329,0.0442,0.00096,0.142,0.662,0.954,123.151
596,0.603,0.736,-11.782,0.0604,0.0253,0.0516,0.709,0.46,130.633
597,0.579,0.954,-7.415,0.0731,0.000679,0.0877,0.96,0.883,142.315
598,0.65,0.835,-8.719,0.0496,0.012,0.0965,0.927,0.773,120.49
599,0.476,0.977,-7.917,0.145,0.00083,0.011,0.855,0.595,152.539
600,0.366,0.784,-8.675,0.0511,0.457,0.0778,0.853,0.298,144.461
601,0.52,0.881,-9.524,0.105,0.000298,0.14,0.535,0.198,143.214
602,0.694,0.915,-8.392,0.0373,0.000904,0.286,0.863,0.839,124.172
603,0.675,0.699,-10.378,0.042,0.000843,0.144,0.663,0.956,123.165
604,0.596,0.725,-11.824,0.0567,0.025,0.0766,0.739,0.451,130.586
605,0.586,0.954,-7.397,0.0849,0.000718,0.0627,0.92,0.88,142.345
606,0.651,0.834,-8.713,0.0568,0.00884,0.118,0.957,0.772,120.517
607,0.483,0.977,-7.908,0.148,0.000875,0.00716,0.868,0.591,152.593
608,0.364,0.782,-8.687,0.0528,0.431,0.0851,0.883,0.289,144.525
609,0.541,0.83,-10.445,0.0562,0.0671,0.893,0.893,0.438,121.054
610,0.348,0.981,-6.645,0.0616,0.0165,0.0971,0.958,0.687,176.844
611,0.544,0.89,-7.941,0.0303,0.0554,0.564,0.924,0.755,132.988
612,0.26,0.451,-9.391,0.0302,0.637,0.0915,0.985,0.22,72.358
613,0.288,0.328,-14.488,0.0343,0.544,0.589,0.984,0.0541,76.283
614,0.473,0.7,-9.311,0.0378,0.611,0.177,0.973,0.498,129.774
615,0.234,0.484,-7.152,0.0328,0.593,0.0798,0.975,0.183,140.438
616,0.363,0.412,-11.32,0.0263,0.489,0.882,0.982,0.205,82.529
617,0.385,0.952,-7.286,0.0453,0.0637,0.0316,0.927,0.567,139.048
618,0.177,0.507,-9.923,0.032,0.441,0.805,0.947,0.177,146.685
619,0.535,0.838,-10.381,0.0515,0.0627,0.901,0.955,0.425,121.018
620,0.356,0.979,-6.617,0.0603,0.0179,0.119,0.956,0.712,176.98
621,0.551,0.882,-7.935,0.0344,0.0579,0.65,0.927,0.738,132.978
622,0.264,0.454,-9.377,0.0287,0.655,0.105,0.977,0.222,76.354
623,0.269,0.329,-14.467,0.0344,0.543,0.528,0.986,0.0514,76.128
624,0.459,0.686,-10.654,0.0435,0.612,0.127,0.98,0.482,128.952
625,0.231,0.447,-8.341,0.032,0.57,0.108,0.973,0.185,141.333
626,0.356,0.379,-12.621,0.0266,0.428,0.877,0.982,0.19,82.845
627,0.382,0.94,-8.546,0.049,0.0685,0.0329,0.921,0.556,139.029
628,0.152,0.48,-11.21,0.0337,0.447,0.832,0.953,0.192,69.297
629,0.617,0.574,-11.594,0.0315,0.101,0.786,0.164,0.399,120.038
630,0.315,0.263,-11.228,0.0349,0.559,0.185,0.223,0.167,132.077
631,0.622,0.636,-9.059,0.025,0.194,0.68,0.0687,0.781,87.54
632,0.366,0.283,-14.745,0.0307,0.834,0.161,0.12,0.133,97.527
633,0.511,0.956,-7.56,0.0518,0.131,0.175,0.077,0.968,174.465
634,0.562,0.284,-12.978,0.0273,0.474,0.807,0.222,0.219,87.25
635,0.617,0.811,-8.017,0.0275,0.0171,0.0522,0.227,0.768,131.997
636,0.504,0.212,-15.503,0.03,0.664,0.00603,0.123,0.249,177.888
637,0.542,0.459,-12.702,0.0294,0.165,0.498,0.29,0.676,116.803
638,0.696,0.485,-10.565,0.0295,0.0427,0.0821,0.105,0.521,117.02
639,0.565,0.448,-10.292,0.029,0.0773,0.783,0.168,0.164,128.001
640,0.505,0.584,-9.728,0.0251,0.362,0.519,0.128,0.605,90.075
641,0.611,0.571,-11.72,0.0314,0.0939,0.787,0.164,0.386,120.049
642,0.316,0.273,-11.185,0.0369,0.577,0.22,0.171,0.152,132.035
643,0.629,0.623,-9.007,0.0247,0.201,0.526,0.0687,0.781,87.535
644,0.528,0.284,-14.848,0.0268,0.79,0.132,0.0937,0.132,98.5
645,0.512,0.955,-7.561,0.0512,0.129,0.196,0.0995,0.966,174.33
646,0.56,0.286,-12.994,0.0262,0.497,0.803,0.21,0.219,87.228
647,0.616,0.813,-8.069,0.0275,0.0164,0.0498,0.235,0.778,131.99
648,0.65,0.208,-15.491,0.0264,0.67,0.00615,0.129,0.222,88.994
649,0.548,0.46,-12.664,0.0293,0.179,0.639,0.289,0.664,116.738
650,0.7,0.482,-10.593,0.0286,0.0417,0.0666,0.115,0.522,117.028
651,0.569,0.451,-10.263,0.0293,0.0732,0.79,0.333,0.147,127.98
652,0.505,0.59,-9.628,0.0249,0.371,0.573,0.157,0.599,90.068
653,0.689,0.463,-11.716,0.0285,0.249,0.18,0.0589,0.702,114.455
654,0.667,0.655,-9.339,0.0367,0.0491,0.000894,0.0641,0.657,134.212
655,0.461,0.936,-6.866,0.109,0.435,9.13e-05,0.124,0.804,172.404
656,0.704,0.408,-13.558,0.0346,0.721,0.104,0.141,0.264,122.544
657,0.596,0.132,-21.232,0.0288,0.928,0.315,0.112,0.111,93.764
658,0.569,0.302,-14.133,0.0412,0.841,0.159,0.0645,0.643,142.832
659,0.603,0.286,-14.469,0.0279,0.435,6.39e-05,0.273,0.227,97.561
660,0.728,0.713,-9.503,0.031,0.179,0.00342,0.305,0.71,108.118
