,title,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6231,Young Guns (Go for It!),Wham!,0.895,0.753,-9.222,0.0825,0.201,0.0047,0.153,0.589,117.932
6232,Nothing Looks the Same In the Light - Instrumental Remix,Wham!,0.752,0.327,-13.607,0.0317,0.21,0.0594,0.249,0.587,98.814
6233,Every One of Us,Rick Astley,0.614,0.881,-2.881,0.0335,0.15,0.0,0.117,0.748,98.045
6234,Never Gonna Give You Up,Rick Astley,0.73,0.988,-5.43,0.043,0.117,3.6e-05,0.103,0.909,113.322
6235,Whenever You Need Somebody,Rick Astley,0.716,0.946,-13.01,0.0402,0.108,9.45e-06,0.184,0.524,115.18
6236,When I Fall in Love,Rick Astley,0.234,0.259,-12.823,0.0333,0.766,0.00533,0.122,0.13,65.163
6237,Together Forever,Rick Astley,0.702,0.933,-11.876,0.0492,0.0519,0.000128,0.155,0.896,115.114
6238,It Would Take a Strong Strong Man,Rick Astley,0.81,0.619,-12.61,0.0287,0.212,0.000242,0.261,0.939,108.043
6239,She Wants To Dance With Me,Rick Astley,0.654,0.83,-12.099,0.0513,0.0864,5.19e-05,0.268,0.938,118.031
6240,Take Me To Your Heart,Rick Astley,0.749,0.835,-11.873,0.0473,0.155,2.91e-06,0.0927,0.967,119.938
6241,Hold Me In Your Arms,Rick Astley,0.729,0.412,-13.962,0.0248,0.634,2.75e-06,0.0429,0.672,95.91
6242,Cry for Help - Single Edit,Rick Astley,0.564,0.627,-6.933,0.022,0.526,0.0,0.0891,0.462,89.976
6243,Sleeping - Edit,Rick Astley,0.642,0.889,-5.025,0.0364,0.0885,0.0,0.0851,0.469,125.045
6244,Lights Out,Rick Astley,0.558,0.844,-4.895,0.0343,0.0955,2.14e-06,0.113,0.348,129.037
6245,Keep Singing,Rick Astley,0.589,0.638,-5.606,0.0464,0.75,0.0,0.138,0.495,79.952
6246,Angels On My Side,Rick Astley,0.65,0.815,-6.357,0.039,0.233,0.0302,0.0938,0.585,104.99
6247,Dance,Rick Astley,0.694,0.726,-5.175,0.0316,0.192,0.0,0.218,0.71,120.066
6248,This Old House,Rick Astley,0.647,0.755,-7.281,0.0365,0.038,0.0739,0.222,0.293,106.034
6249,Beautiful Life,Rick Astley,0.674,0.836,-6.427,0.0356,0.0305,0.0,0.114,0.775,116.998
6250,Try,Rick Astley,0.395,0.674,-5.607,0.034,0.0289,0.0,0.122,0.184,167.874
6251,She Makes Me,Rick Astley,0.573,0.721,-6.359,0.0278,0.213,0.0,0.31,0.563,79.993
6252,Never Gonna Give You Up - Pianoforte,Rick Astley,0.422,0.4,-7.536,0.0392,0.779,0.0,0.12,0.518,181.575
6253,Together Forever - Reimagined,Rick Astley,0.553,0.459,-7.451,0.0302,0.773,0.0,0.231,0.374,169.904
6254,Whenever You Need Somebody - Reimagined,Rick Astley,0.553,0.318,-7.865,0.0532,0.848,0.0,0.0953,0.2,177.707
6255,When I Fall in Love - Reimagined,Rick Astley,0.495,0.287,-11.291,0.0335,0.836,3.85e-05,0.326,0.153,123.686
6256,Beautiful Life - Reimagined,Rick Astley,0.77,0.606,-7.284,0.0302,0.286,0.0,0.149,0.965,113.948
6257,She Wants to Dance with Me - Reimagined,Rick Astley,0.762,0.54,-7.421,0.0249,0.266,0.0,0.109,0.871,99.998
6258,Hold Me in Your Arms - Reimagined,Rick Astley,0.679,0.225,-7.941,0.0306,0.848,0.0,0.12,0.396,92.99
6259,Cry for Help - Reimagined,Rick Astley,0.407,0.584,-6.722,0.0362,0.502,0.0,0.103,0.409,181.706
6260,Keep Singing - Reimagined,Rick Astley,0.722,0.562,-6.644,0.0642,0.523,0.0,0.151,0.614,89.959
6261,Angels on My Side - Reimagined,Rick Astley,0.696,0.456,-7.35,0.0277,0.855,4.75e-06,0.0877,0.564,104.985
6262,Try - Reimagined,Rick Astley,0.652,0.363,-8.063,0.0371,0.87,0.0,0.339,0.341,84.034
6263,Ain't Too Proud to Beg,Rick Astley,0.79,0.83,-5.975,0.0278,0.0454,3.66e-05,0.0511,0.781,108.083
6264,Every One of Us,Rick Astley,0.614,0.881,-2.881,0.0335,0.15,0.0,0.117,0.748,98.045
6265,Never Gonna Give You Up,Rick Astley,0.73,0.992,-3.702,0.0554,0.158,6.29e-06,0.277,0.92,113.326
6266,Whenever You Need Somebody,Rick Astley,0.704,0.996,-3.78,0.0595,0.106,1.09e-05,0.306,0.487,115.179
6267,When I Fall in Love,Rick Astley,0.14,0.339,-10.139,0.0337,0.707,0.00393,0.125,0.137,75.963
6268,Together Forever,Rick Astley,0.683,0.989,-3.801,0.0764,0.0504,1.7e-05,0.226,0.79,115.093
6269,It Would Take a Strong Strong Man,Rick Astley,0.802,0.869,-4.105,0.031,0.225,0.000192,0.276,0.917,108.046
6270,She Wants To Dance With Me,Rick Astley,0.629,0.974,-3.863,0.0915,0.0332,4.83e-05,0.298,0.883,117.98
6271,Take Me To Your Heart,Rick Astley,0.765,0.949,-4.065,0.0495,0.0673,1.2e-06,0.0439,0.881,120.197
6272,Hold Me In Your Arms,Rick Astley,0.735,0.676,-5.0,0.0234,0.643,2.01e-06,0.0868,0.685,95.935
6273,Cry for Help - Single Edit,Rick Astley,0.564,0.627,-6.933,0.022,0.526,0.0,0.0891,0.462,89.976
6274,Sleeping - Edit,Rick Astley,0.642,0.889,-5.025,0.0364,0.0885,0.0,0.0851,0.469,125.045
6275,Lights Out,Rick Astley,0.558,0.844,-4.895,0.0343,0.0955,2.14e-06,0.113,0.348,129.037
6276,Keep Singing,Rick Astley,0.589,0.638,-5.606,0.0464,0.75,0.0,0.138,0.495,79.952
6277,Angels On My Side,Rick Astley,0.65,0.815,-6.357,0.039,0.233,0.0302,0.0938,0.585,104.99
6278,Dance,Rick Astley,0.694,0.726,-5.175,0.0316,0.192,0.0,0.218,0.71,120.066
6279,This Old House,Rick Astley,0.647,0.755,-7.281,0.0365,0.038,0.0739,0.222,0.293,106.034
6280,Beautiful Life,Rick Astley,0.674,0.836,-6.427,0.0356,0.0305,0.0,0.114,0.775,116.998
6281,Try,Rick Astley,0.395,0.674,-5.607,0.034,0.0289,0.0,0.122,0.184,167.874
6282,She Makes Me,Rick Astley,0.573,0.721,-6.359,0.0278,0.213,0.0,0.31,0.563,79.993
6283,Never Gonna Give You Up - Pianoforte,Rick Astley,0.422,0.4,-7.536,0.0392,0.779,0.0,0.12,0.518,181.575
6284,Together Forever - Reimagined,Rick Astley,0.553,0.459,-7.451,0.0302,0.773,0.0,0.231,0.374,169.904
6285,Whenever You Need Somebody - Reimagined,Rick Astley,0.553,0.318,-7.865,0.0532,0.848,0.0,0.0953,0.2,177.707
6286,When I Fall in Love - Reimagined,Rick Astley,0.495,0.287,-11.291,0.0335,0.836,3.85e-05,0.326,0.153,123.686
6287,Beautiful Life - Reimagined,Rick Astley,0.77,0.606,-7.284,0.0302,0.286,0.0,0.149,0.965,113.948
6288,She Wants to Dance with Me - Reimagined,Rick Astley,0.762,0.54,-7.421,0.0249,0.266,0.0,0.109,0.871,99.998
6289,Hold Me in Your Arms - Reimagined,Rick Astley,0.679,0.225,-7.941,0.0306,0.848,0.0,0.12,0.396,92.99
6290,Cry for Help - Reimagined,Rick Astley,0.407,0.584,-6.722,0.0362,0.502,0.0,0.103,0.409,181.706
6291,Keep Singing - Reimagined,Rick Astley,0.722,0.562,-6.644,0.0642,0.523,0.0,0.151,0.614,89.959
6292,Angels on My Side - Reimagined,Rick Astley,0.696,0.456,-7.35,0.0277,0.855,4.75e-06,0.0877,0.564,104.985
6293,Try - Reimagined,Rick Astley,0.652,0.363,-8.063,0.0371,0.87,0.0,0.339,0.341,84.034
6294,Beautiful Life,Rick Astley,0.688,0.879,-4.292,0.0343,0.029,0.0,0.238,0.764,116.975
6295,Chance to Dance,Rick Astley,0.691,0.872,-4.916,0.0525,0.211,0.0,0.194,0.952,90.021
6296,She Makes Me,Rick Astley,0.574,0.744,-5.297,0.0274,0.207,0.0,0.308,0.554,79.972
6297,Shivers,Rick Astley,0.63,0.888,-4.226,0.0289,0.0807,5.21e-05,0.33,0.497,147.996
6298,Last Night on Earth,Rick Astley,0.501,0.67,-5.959,0.0293,0.328,0.000119,0.0816,0.706,164.071
6299,Every Corner,Rick Astley,0.734,0.783,-7.644,0.0395,0.813,0.00289,0.125,0.475,105.018
6300,I Need the Light,Rick Astley,0.694,0.728,-6.629,0.0376,0.276,2.75e-06,0.165,0.504,117.024
6301,Better Together,Rick Astley,0.731,0.728,-5.127,0.0246,0.189,5.91e-05,0.0852,0.825,87.99
6302,Empty Heart,Rick Astley,0.474,0.704,-5.39,0.0375,0.232,5.54e-05,0.105,0.517,172.008
6303,Rise Up,Rick Astley,0.56,0.621,-9.317,0.0286,0.853,0.68,0.0992,0.534,161.972
6304,Try,Rick Astley,0.387,0.686,-5.077,0.0343,0.0285,0.0,0.106,0.191,167.936
6305,The Good Old Days,Rick Astley,0.574,0.68,-4.814,0.0315,0.308,0.0,0.111,0.207,127.983
6306,Beautiful Life,Rick Astley,0.688,0.879,-4.292,0.0343,0.029,0.0,0.238,0.764,116.975
6307,Chance to Dance,Rick Astley,0.691,0.872,-4.916,0.0525,0.211,0.0,0.194,0.952,90.021
6308,She Makes Me,Rick Astley,0.574,0.744,-5.297,0.0274,0.207,0.0,0.308,0.554,79.972
6309,Shivers,Rick Astley,0.63,0.888,-4.226,0.0289,0.0807,5.21e-05,0.33,0.497,147.996
6310,Last Night on Earth,Rick Astley,0.501,0.67,-5.959,0.0293,0.328,0.000119,0.0816,0.706,164.071
6311,Every Corner,Rick Astley,0.734,0.783,-7.644,0.0395,0.813,0.00289,0.125,0.475,105.018
6312,I Need the Light,Rick Astley,0.694,0.728,-6.629,0.0376,0.276,2.75e-06,0.165,0.504,117.024
6313,Better Together,Rick Astley,0.731,0.728,-5.127,0.0246,0.189,5.91e-05,0.0852,0.825,87.99
6314,Empty Heart,Rick Astley,0.474,0.704,-5.39,0.0375,0.232,5.54e-05,0.105,0.517,172.008
6315,Rise Up,Rick Astley,0.56,0.621,-9.317,0.0286,0.853,0.68,0.0992,0.534,161.972
6316,Try,Rick Astley,0.387,0.686,-5.077,0.0343,0.0285,0.0,0.106,0.191,167.936
6317,The Good Old Days,Rick Astley,0.574,0.68,-4.814,0.0315,0.308,0.0,0.111,0.207,127.983
6318,Keep Singing,Rick Astley,0.59,0.687,-4.038,0.046,0.768,0.0,0.157,0.48,80.014
6319,Angels On My Side,Rick Astley,0.656,0.851,-4.752,0.039,0.202,0.0298,0.117,0.573,104.971
6320,Wish Away,Rick Astley,0.568,0.436,-6.676,0.0277,0.592,0.0,0.105,0.225,149.989
6321,This Old House,Rick Astley,0.654,0.787,-6.173,0.0355,0.038,0.169,0.201,0.301,106.014
6322,Pieces,Rick Astley,0.41,0.661,-5.32,0.0305,0.361,3.19e-05,0.339,0.35,175.909
6323,Dance,Rick Astley,0.692,0.768,-4.102,0.0306,0.199,0.0,0.226,0.697,120.043
6324,I Like The Sun,Rick Astley,0.657,0.779,-4.126,0.0258,0.148,1.64e-06,0.0857,0.616,107.997
6325,Somebody Loves Me,Rick Astley,0.71,0.76,-3.215,0.0359,0.461,0.0,0.111,0.807,131.959
6326,Let It Rain,Rick Astley,0.455,0.662,-5.803,0.0488,0.3,0.0,0.35,0.425,168.056
6327,Pray With Me,Rick Astley,0.704,0.812,-3.759,0.0409,0.212,0.000125,0.0391,0.807,99.008
6328,Coming Home Tonight,Rick Astley,0.66,0.894,-4.66,0.0396,0.01,0.0351,0.0877,0.524,125.996
6329,Let It Be Tonight,Rick Astley,0.45,0.363,-7.827,0.0365,0.811,4e-05,0.11,0.359,106.881
6330,Keep Singing,Rick Astley,0.59,0.687,-4.038,0.046,0.768,0.0,0.157,0.48,80.014
6331,Angels on My Side,Rick Astley,0.656,0.851,-4.752,0.039,0.202,0.0298,0.117,0.573,104.971
6332,Wish Away,Rick Astley,0.568,0.436,-6.676,0.0277,0.592,0.0,0.105,0.225,149.989
6333,This Old House,Rick Astley,0.654,0.787,-6.173,0.0355,0.038,0.169,0.201,0.301,106.014
6334,Pieces,Rick Astley,0.41,0.661,-5.32,0.0305,0.361,3.19e-05,0.339,0.35,175.909
6335,Dance,Rick Astley,0.692,0.768,-4.102,0.0306,0.199,0.0,0.226,0.697,120.043
6336,I Like the Sun,Rick Astley,0.657,0.779,-4.126,0.0258,0.148,1.64e-06,0.0857,0.616,107.997
6337,Somebody Loves Me,Rick Astley,0.71,0.76,-3.215,0.0359,0.461,0.0,0.111,0.807,131.959
6338,Let It Rain,Rick Astley,0.455,0.662,-5.803,0.0488,0.3,0.0,0.35,0.425,168.056
6339,Pray with Me,Rick Astley,0.704,0.812,-3.759,0.0409,0.212,0.000125,0.0391,0.807,99.008
6340,Coming Home Tonight,Rick Astley,0.66,0.894,-4.66,0.0396,0.01,0.0351,0.0877,0.524,125.996
6341,Let It Be Tonight,Rick Astley,0.45,0.363,-7.827,0.0365,0.811,4e-05,0.11,0.359,106.881
6342,Vincent,Rick Astley,0.607,0.499,-10.665,0.0441,0.635,0.00651,0.0959,0.51,99.152
6343,And I Love You So,Rick Astley,0.663,0.534,-7.684,0.0281,0.136,0.00247,0.143,0.222,98.991
6344,Portrait of My Love,Rick Astley,0.437,0.304,-10.26,0.0263,0.192,0.0679,0.113,0.051,78.962
6345,Where Do I Begin,Rick Astley,0.618,0.495,-8.835,0.0377,0.373,5.56e-06,0.103,0.471,86.946
6346,These Foolish Things,Rick Astley,0.726,0.446,-10.014,0.0295,0.297,0.00236,0.101,0.308,110.003
6347,Cry Me a River,Rick Astley,0.684,0.429,-11.059,0.0268,0.0448,0.465,0.102,0.482,107.027
6348,Nature Boy,Rick Astley,0.679,0.368,-9.883,0.0251,0.427,0.00218,0.112,0.35,100.077
6349,(They Long to Be) Close to You,Rick Astley,0.621,0.673,-8.215,0.0439,0.0179,0.0602,0.0983,0.695,87.024
6350,You Belong to Me,Rick Astley,0.437,0.384,-8.696,0.0297,0.371,0.0012,0.0873,0.191,117.348
6351,Make It Easy on Yourself,Rick Astley,0.605,0.427,-8.018,0.0232,0.471,0.00566,0.103,0.3,82.014
6352,Somewhere,Rick Astley,0.356,0.354,-7.593,0.0296,0.816,1.05e-05,0.118,0.542,169.962
6353,Can't Help Falling in Love,Rick Astley,0.558,0.411,-9.731,0.0278,0.274,0.333,0.0978,0.156,76.002
6354,What the World Needs Now,Rick Astley,0.499,0.664,-6.504,0.0487,0.116,0.0302,0.107,0.628,82.914
6355,Vincent,Rick Astley,0.607,0.499,-10.665,0.0441,0.635,0.00651,0.0959,0.51,99.152
6356,And I Love You So,Rick Astley,0.663,0.534,-7.684,0.0281,0.136,0.00247,0.143,0.222,98.991
6357,Portrait of My Love,Rick Astley,0.437,0.304,-10.26,0.0263,0.192,0.0679,0.113,0.051,78.962
6358,Where Do I Begin,Rick Astley,0.618,0.495,-8.835,0.0377,0.373,5.56e-06,0.103,0.471,86.946
6359,These Foolish Things,Rick Astley,0.726,0.446,-10.014,0.0295,0.297,0.00236,0.101,0.308,110.003
6360,Cry Me a River,Rick Astley,0.684,0.429,-11.059,0.0268,0.0448,0.465,0.102,0.482,107.027
6361,Nature Boy,Rick Astley,0.679,0.368,-9.883,0.0251,0.427,0.00218,0.112,0.35,100.077
6362,(They Long to Be) Close to You,Rick Astley,0.621,0.673,-8.215,0.0439,0.0179,0.0602,0.0983,0.695,87.024
6363,You Belong to Me,Rick Astley,0.437,0.384,-8.696,0.0297,0.371,0.0012,0.0873,0.191,117.348
6364,Make It Easy on Yourself,Rick Astley,0.605,0.427,-8.018,0.0232,0.471,0.00566,0.103,0.3,82.014
6365,Somewhere,Rick Astley,0.356,0.354,-7.593,0.0296,0.816,1.05e-05,0.118,0.542,169.962
6366,Can't Help Falling in Love,Rick Astley,0.558,0.411,-9.731,0.0278,0.274,0.333,0.0978,0.156,76.002
6367,What the World Needs Now,Rick Astley,0.499,0.664,-6.504,0.0487,0.116,0.0302,0.107,0.628,82.914
6368,Never Gonna Give You Up,Rick Astley,0.73,0.988,-5.43,0.043,0.117,3.6e-05,0.103,0.909,113.322
6369,Whenever You Need Somebody,Rick Astley,0.717,0.991,-6.591,0.0463,0.107,6.63e-06,0.269,0.514,115.16
6370,Together Forever,Rick Astley,0.706,0.982,-6.083,0.0616,0.0435,9.17e-05,0.151,0.84,115.103
6371,It Would Take a Strong Strong Man,Rick Astley,0.81,0.825,-6.152,0.0291,0.182,0.000556,0.259,0.94,108.035
6372,The Love Has Gone,Rick Astley,0.671,0.954,-6.027,0.0523,0.254,0.000108,0.149,0.919,104.116
6373,Don't Say Goodbye,Rick Astley,0.631,0.939,-5.434,0.0374,0.0893,6.85e-06,0.175,0.885,107.098
6374,Slipping Away,Rick Astley,0.563,0.949,-5.713,0.132,0.598,7.84e-06,0.0878,0.728,202.21
6375,No More Looking for Love,Rick Astley,0.749,0.974,-6.95,0.0455,0.388,0.000754,0.0983,0.637,110.057
6376,You Move Me,Rick Astley,0.648,0.907,-6.49,0.0434,0.074,3.47e-05,0.101,0.823,128.21
6377,When I Fall in Love,Rick Astley,0.234,0.259,-12.823,0.0333,0.766,0.00533,0.122,0.13,65.163
6378,She Wants To Dance With Me,Rick Astley,0.654,0.83,-12.099,0.0513,0.0864,5.19e-05,0.268,0.938,118.031
6379,Take Me To Your Heart,Rick Astley,0.749,0.835,-11.873,0.0473,0.155,2.91e-06,0.0927,0.967,119.938
6380,I Don't Want To Lose Her,Rick Astley,0.692,0.852,-11.882,0.0458,0.0651,9.01e-06,0.0251,0.964,119.908
6381,Giving Up On Love - 7'' Pop Version,Rick Astley,0.687,0.707,-13.064,0.0548,0.0338,0.000264,0.0891,0.86,110.059
6382,Ain't Too Proud to Beg,Rick Astley,0.777,0.638,-12.358,0.0292,0.0527,5.03e-05,0.0493,0.796,108.08
6383,Till Then (Time Stands Still),Rick Astley,0.754,0.883,-11.135,0.0327,0.363,0.0,0.206,0.967,123.194
6384,Dial My Number,Rick Astley,0.617,0.672,-13.666,0.037,0.234,0.0149,0.225,0.872,113.163
6385,I'll Never Let You Down,Rick Astley,0.705,0.603,-12.775,0.0245,0.369,0.0,0.0613,0.961,97.014
6386,I Don't Want to Be Your Lover,Rick Astley,0.635,0.762,-12.672,0.0384,0.205,0.0101,0.217,0.874,97.964
6387,Hold Me In Your Arms,Rick Astley,0.729,0.412,-13.962,0.0248,0.634,2.75e-06,0.0429,0.672,95.91
6388,In the Name of Love,Rick Astley,0.836,0.448,-16.67,0.0301,0.766,6.71e-06,0.116,0.963,112.79
6389,Cry for Help,Rick Astley,0.567,0.435,-15.835,0.0236,0.561,0.0,0.144,0.545,89.913
6390,Move Right Out,Rick Astley,0.626,0.735,-14.244,0.0305,0.36,8.36e-05,0.105,0.764,106.873
6391,Be with You,Rick Astley,0.701,0.62,-15.483,0.0314,0.505,0.000273,0.268,0.974,128.012
6392,Really Got a Problem,Rick Astley,0.587,0.46,-16.96,0.043,0.579,0.000302,0.133,0.632,119.753
6393,Is This Really Love,Rick Astley,0.622,0.913,-12.842,0.0278,0.295,0.448,0.0273,0.936,132.752
6394,This Must Be Heaven,Rick Astley,0.775,0.519,-14.156,0.0367,0.45,0.000112,0.0268,0.748,115.859
6395,Never Knew Love,Rick Astley,0.75,0.509,-14.818,0.0324,0.742,5.45e-06,0.15,0.969,119.83
6396,The Bottom Line,Rick Astley,0.502,0.487,-15.474,0.0508,0.457,0.000159,0.0911,0.708,174.628
6397,Wonderful You,Rick Astley,0.451,0.266,-16.904,0.0276,0.718,0.0298,0.12,0.235,99.966
6398,Behind the Smile,Rick Astley,0.447,0.114,-19.801,0.0298,0.844,6.21e-05,0.169,0.234,95.686
6399,Sleeping,Rick Astley,0.64,0.877,-5.395,0.0354,0.0833,0.0,0.0689,0.472,125.027
6400,Wanna Believe You,Rick Astley,0.696,0.92,-6.259,0.0607,0.0824,2.24e-06,0.0336,0.787,126.054
6401,What You See Is What You Don't Get,Rick Astley,0.751,0.833,-7.086,0.0289,0.0993,5.18e-05,0.299,0.928,127.986
6402,Breathe,Rick Astley,0.69,0.472,-9.54,0.0347,0.393,0.0,0.094,0.642,100.935
6403,One Night Stand,Rick Astley,0.653,0.282,-12.182,0.0289,0.371,0.000527,0.175,0.122,91.965
6404,Don't Ask,Rick Astley,0.515,0.575,-6.295,0.0256,0.516,0.0,0.0622,0.564,81.019
6405,Keep It Turned On,Rick Astley,0.632,0.839,-5.527,0.0311,0.0561,3.46e-06,0.0478,0.863,119.995
6406,Romeo Loves Juliet,Rick Astley,0.545,0.407,-9.378,0.0239,0.386,1.14e-06,0.109,0.166,135.954
6407,Let's Go Out Tonight,Rick Astley,0.672,0.728,-8.13,0.0313,0.149,2.07e-06,0.135,0.743,124.989
6408,Full Of You,Rick Astley,0.467,0.584,-7.9,0.0266,0.0834,0.0137,0.135,0.481,169.893
6409,Miracle,Rick Astley,0.616,0.368,-9.068,0.0278,0.406,5.04e-05,0.0898,0.0712,119.876
6410,The Ones You Love,Rick Astley,0.653,0.722,-10.558,0.0402,0.383,0.0,0.0755,0.447,100.322
6411,Waiting for the Bell to Ring,Rick Astley,0.679,0.625,-11.082,0.0347,0.175,0.0,0.295,0.8,109.355
6412,Hopelessly,Rick Astley,0.548,0.43,-10.896,0.0334,0.463,0.0,0.107,0.281,149.948
6413,A Dream for Us,Rick Astley,0.641,0.391,-13.306,0.0368,0.387,1.03e-05,0.0982,0.512,88.362
6414,Body and Soul,Rick Astley,0.62,0.515,-12.022,0.0307,0.172,1.23e-06,0.108,0.392,101.346
6415,Enough Love,Rick Astley,0.446,0.648,-11.685,0.0657,0.617,2.7e-06,0.0594,0.577,178.91
6416,Natures Gift,Rick Astley,0.658,0.673,-11.004,0.0359,0.412,5.8e-06,0.0793,0.699,102.316
6417,Remember the Days,Rick Astley,0.759,0.625,-10.762,0.0268,0.226,2.74e-05,0.123,0.923,114.267
6418,Everytime,Rick Astley,0.535,0.435,-12.637,0.0487,0.5,0.0,0.0685,0.461,172.474
6419,When You Love Someone,Rick Astley,0.706,0.811,-11.441,0.0427,0.239,0.0008,0.0476,0.443,109.325
6420,The Ones You Love,Rick Astley,0.653,0.722,-10.558,0.0402,0.383,0.0,0.0755,0.447,100.322
6421,Waiting for the Bell to Ring,Rick Astley,0.679,0.625,-11.082,0.0347,0.175,0.0,0.295,0.8,109.355
6422,Hopelessly,Rick Astley,0.548,0.43,-10.896,0.0334,0.463,0.0,0.107,0.281,149.948
6423,A Dream for Us,Rick Astley,0.641,0.391,-13.306,0.0368,0.387,1.03e-05,0.0982,0.512,88.362
6424,Body and Soul,Rick Astley,0.62,0.515,-12.022,0.0307,0.172,1.23e-06,0.108,0.392,101.346
6425,Enough Love,Rick Astley,0.446,0.648,-11.685,0.0657,0.617,2.7e-06,0.0594,0.577,178.91
6426,Natures Gift,Rick Astley,0.658,0.673,-11.004,0.0359,0.412,5.8e-06,0.0793,0.699,102.316
6427,Remember the Days,Rick Astley,0.759,0.625,-10.762,0.0268,0.226,2.74e-05,0.123,0.923,114.267
6428,Everytime,Rick Astley,0.535,0.435,-12.637,0.0487,0.5,0.0,0.0685,0.461,172.474
6429,When You Love Someone,Rick Astley,0.706,0.811,-11.441,0.0427,0.239,0.0008,0.0476,0.443,109.325
6430,In the Name of Love,Rick Astley,0.836,0.448,-16.67,0.0301,0.766,6.71e-06,0.116,0.963,112.79
6431,Cry for Help,Rick Astley,0.567,0.435,-15.835,0.0236,0.561,0.0,0.144,0.545,89.913
6432,Move Right Out,Rick Astley,0.626,0.735,-14.244,0.0305,0.36,8.36e-05,0.105,0.764,106.873
6433,Be with You,Rick Astley,0.701,0.62,-15.483,0.0314,0.505,0.000273,0.268,0.974,128.012
6434,Really Got a Problem,Rick Astley,0.587,0.46,-16.96,0.043,0.579,0.000302,0.133,0.632,119.753
6435,Is This Really Love,Rick Astley,0.622,0.913,-12.842,0.0278,0.295,0.448,0.0273,0.936,132.752
6436,This Must Be Heaven,Rick Astley,0.775,0.519,-14.156,0.0367,0.45,0.000112,0.0268,0.748,115.859
6437,Never Knew Love,Rick Astley,0.75,0.509,-14.818,0.0324,0.742,5.45e-06,0.15,0.969,119.83
6438,The Bottom Line,Rick Astley,0.502,0.487,-15.474,0.0508,0.457,0.000159,0.0911,0.708,174.628
6439,Wonderful You,Rick Astley,0.451,0.266,-16.904,0.0276,0.718,0.0298,0.12,0.235,99.966
6440,Behind the Smile,Rick Astley,0.447,0.114,-19.801,0.0298,0.844,6.21e-05,0.169,0.234,95.686
6441,In the Name of Love,Rick Astley,0.836,0.448,-16.67,0.0301,0.766,6.71e-06,0.116,0.963,112.79
6442,Cry for Help,Rick Astley,0.567,0.435,-15.835,0.0236,0.561,0.0,0.144,0.545,89.913
6443,Move Right Out,Rick Astley,0.626,0.735,-14.244,0.0305,0.36,8.36e-05,0.105,0.764,106.873
6444,Be with You,Rick Astley,0.701,0.62,-15.483,0.0314,0.505,0.000273,0.268,0.974,128.012
6445,Really Got a Problem,Rick Astley,0.587,0.46,-16.96,0.043,0.579,0.000302,0.133,0.632,119.753
6446,Is This Really Love,Rick Astley,0.622,0.913,-12.842,0.0278,0.295,0.448,0.0273,0.936,132.752
6447,This Must Be Heaven,Rick Astley,0.775,0.519,-14.156,0.0367,0.45,0.000112,0.0268,0.748,115.859
6448,Never Knew Love,Rick Astley,0.75,0.509,-14.818,0.0324,0.742,5.45e-06,0.15,0.969,119.83
6449,The Bottom Line,Rick Astley,0.502,0.487,-15.474,0.0508,0.457,0.000159,0.0911,0.708,174.628
6450,Wonderful You,Rick Astley,0.451,0.266,-16.904,0.0276,0.718,0.0298,0.12,0.235,99.966
6451,Behind the Smile,Rick Astley,0.447,0.114,-19.801,0.0298,0.844,6.21e-05,0.169,0.234,95.686
6452,She Wants To Dance With Me,Rick Astley,0.654,0.83,-12.099,0.0513,0.0864,5.19e-05,0.268,0.938,118.031
6453,Take Me To Your Heart,Rick Astley,0.749,0.835,-11.873,0.0473,0.155,2.91e-06,0.0927,0.967,119.938
6454,I Don't Want To Lose Her,Rick Astley,0.692,0.852,-11.882,0.0458,0.0651,9.01e-06,0.0251,0.964,119.908
6455,Giving Up On Love - 7'' Pop Version,Rick Astley,0.687,0.707,-13.064,0.0548,0.0338,0.000264,0.0891,0.86,110.059
6456,Ain't Too Proud to Beg,Rick Astley,0.777,0.638,-12.358,0.0292,0.0527,5.03e-05,0.0493,0.796,108.08
6457,Till Then (Time Stands Still),Rick Astley,0.754,0.883,-11.135,0.0327,0.363,0.0,0.206,0.967,123.194
6458,Dial My Number,Rick Astley,0.617,0.672,-13.666,0.037,0.234,0.0149,0.225,0.872,113.163
6459,I'll Never Let You Down,Rick Astley,0.705,0.603,-12.775,0.0245,0.369,0.0,0.0613,0.961,97.014
6460,I Don't Want to Be Your Lover,Rick Astley,0.635,0.762,-12.672,0.0384,0.205,0.0101,0.217,0.874,97.964
6461,Hold Me In Your Arms,Rick Astley,0.729,0.412,-13.962,0.0248,0.634,2.75e-06,0.0429,0.672,95.91
6462,She Wants to Dance with Me,Rick Astley,0.654,0.83,-12.099,0.0513,0.0864,5.19e-05,0.268,0.938,118.031
6463,Take Me to Your Heart,Rick Astley,0.749,0.835,-11.873,0.0473,0.155,2.91e-06,0.0927,0.967,119.938
6464,I Don't Want to Lose Her,Rick Astley,0.692,0.852,-11.882,0.0458,0.0651,9.01e-06,0.0251,0.964,119.908
6465,Giving Up On Love (7'' Pop Version),Rick Astley,0.687,0.707,-13.064,0.0548,0.0338,0.000264,0.0891,0.86,110.059
6466,Ain't Too Proud to Beg,Rick Astley,0.777,0.638,-12.358,0.0292,0.0527,5.03e-05,0.0493,0.796,108.08
